configuration,precision,retrieval_time,analysis_time,total_time
baseline,0.0,0.0004276275634765625,6.99113519191742,6.991562819480896
without_llm,0.0,0.0001747608184814453,0.0,0.0001747608184814453
smaller_set,0.0,0.0004739284515380859,6.728760552406311,6.7292344808578495
